n,r,run,valid,path_length,computation_time
500,2,28,1,15.8065,0.010097
500,2,29,1,15.0467,0.0102495
500,2,30,1,15.2449,0.00959792
500,2,31,1,14.7023,0.0102809
500,2,32,1,14.6762,0.0105067
500,2,33,1,14.5261,0.0103878
500,2,34,1,14.9062,0.0105531
500,2,35,1,14.5683,0.0108215
500,2,36,1,14.6674,0.00980599
500,2,37,1,15.4732,0.0107685
500,2,38,1,14.7147,0.0113087
500,2,39,1,15.2535,0.0108127
500,2,40,1,14.5088,0.0101616
500,2,41,1,14.9028,0.0101537
500,2,42,1,14.5984,0.0101186
500,2,43,1,14.8641,0.0107624
500,2,44,1,15.1696,0.0105697
500,2,45,1,14.6344,0.0108363
500,2,46,1,14.5376,0.0105732
500,2,47,1,14.6343,0.0104221
500,2,48,1,14.623,0.0109541
500,2,49,1,14.6403,0.0114004
500,2,50,1,14.7811,0.0136872
500,2,51,1,15.0169,0.0108602
500,2,52,1,15.1733,0.00995632
500,2,53,1,14.9393,0.0110773
500,2,54,1,14.6248,0.0104325
500,2,55,1,21.1027,0.0111741
500,2,56,1,15.0481,0.0102772
500,2,57,1,15.297,0.010823
500,2,58,1,15.4511,0.0110805
500,2,59,1,14.749,0.0105203
500,2,60,1,14.5758,0.0105197
500,2,61,1,14.923,0.0107191
500,2,62,1,14.6852,0.00984893
500,2,63,1,14.9085,0.00973611
500,2,64,1,14.8892,0.0108333
500,2,65,1,15.1722,0.0106799
500,2,66,1,15.2251,0.0111829
500,2,67,1,14.7607,0.011215
500,2,68,1,14.6549,0.0107672
500,2,69,1,14.7096,0.00994666
